institution_name,pays,type_financement
"Artie McFerrin Department of Chemical Engineering, Texas A and M University",United States,0
Artificial Intelligence Research Center,China,0
"Artificial Intelligence and Data Analytics Lab, Prince Sultan University",Saudi Arabia,0
Arts Council England,United Kingdom,0
Arts and Culture Trust,South Africa,1
Arts and Humanities Research Council,United Kingdom,0
Asahi Glass Foundation,Japan,1
Asahi Kasei Pharma Corporation,Japan,1
"Asan Institute for Life Sciences, Asan Medical Center",South Korea,0
Asana Biosciences,United States,1
Asia Foundation,United States,1
Asia Research Institute,Singapore,0
Asia-Pacific Network for Global Change Research,Japan,0
Asia-Pacific Network for Sustainable Forest Management and Rehabilitation,Thailand,0
"Asialink, University of Melbourne",Australia,0
"Asian American Studies Center, University of California Los Angeles",United States,0
Asian Development Bank,Philippines,0
Asian Office of Aerospace Research and Development,United States,0
"Asian Studies Center, Michigan State University",United States,0
Asociación Cáncer de Páncreas,Spain,1
Asociación Española de Psicología Conductual,Spain,1
Asociación Española para el Estudio del Hígado,Spain,1
Asociación Nacional de Universidades e Instituciones de Educación Superior,Mexico,0
Asociación de Amigos de la Universidad de Navarra,Spain,2
Asociación para el Estudio y Apoyo a las Familias,Spain,1
Aspen Center for Physics,United States,0
Aspetar Orthopaedic and Sports Medicine Hospital,Qatar,0
Assessment of SpondyloArthritis international Society,International,2
Assisi Foundation of Memphis,United States,1
Assistance Publique - Hôpitaux de Paris,France,0
Assistance publique-Hôpitaux de Paris,France,0
Associated Medical Services,Canada,0
Associated Universities,United States,0
Association Anne de Bretagne Genetique,France,0
Association Belge contre les Maladies Neuro-Musculaires,Belgium,0
Association Chirurgicale Pour Le Développement et L'Amélioration des Techniques de Dépistage et de Traitement des Maladies Cardio-vasculaires,France,0
Association Diabète Risque Vasculaire,France,0
Association Européenne contre les Leucodystrophies,France,0
Association France Alzheimer,France,0
Association France Ekbom,France,0
Association France Parkinson,France,0
"Association Franck, Un Rayon de Soleil",France,0
Association Francois Aupetit,France,0
Association Française contre les Myopathies,France,0
Association Française d'Urologie,France,0
Association Française de la Maladie de Fanconi,France,0
Association Française pour l'Etude du Foie,France,0
Association Histiocytose France,France,0
Association Instituts Carnot,France,2
Association Laurette Fugain,France,0
Association Nationale de la Recherche et de la Technologie,France,0
Association Neurofibromatoses et Recklinghause,France,0
Association Sorbonne Université,France,0
Association Vaincre la Mucoviscidose,France,0
Association Vaincre le Mélanome,France,0
Association de Recherche en Virologie et Dermatologie,France,0
Association de Recherche sur la Polyarthrite,France,0
Association de soutien à la Paralysie Supranucléaire Progressive,France,0
Association du Syndrome de Lowe,France,0
Association for Academic Surgery Foundation,United States,1
Association for Applied Sport Psychology,United States,1
Association for Frontotemporal Degeneration,United States,1
Association for Glycogen Storage Disease,United States,1
Association for International Cancer Research,United Kingdom,1
Association for Molecular Pathology,United States,1
Association for Psychological Science,United States,1
Association for the Study of Animal Behaviour,United Kingdom,1
Association francophone de comptabilité,Canada,0
Association of American Geographers,United States,1
Association of American Medical Colleges,United States,0
Association of Avian Veterinarians,United States,1
Association of Canadian Universities for Research in Astronomy,Canada,0
Association of Commonwealth Universities,United Kingdom,0
Association of Fraternity/Sorority Advisors Foundation,United States,1
Association of Public Health Laboratories,United States,0
Association of Upper Gastrointestinal Surgery of Great Britain and Ireland,United Kingdom,1
Association of Zoos and Aquariums,United States,1
Association pour la Recherche sur la Sclérose Latérale Amyotrophique et autres Maladies du Motoneurone,France,0
Association pour la Recherche sur le Cancer,France,0
Association pour la Recherche sur le Diabète,France,0
Association pour la Recherche sur les Tumeurs de la Prostate,France,0
Associazione Consiglieri della Regione Autonoma Friuli Venezia Giulia,Italy,0
Associazione Emma e Ernesto Rulfo per la Genetica Medica,Italy,1
Associazione Iblea per la Ricerca Epidemiologica,Italy,0
Associazione Italiana Rett,Italy,0
Associazione Italiana Ricerca Alzheimer,Italy,0
Associazione Italiana Sclerosi Multipla,Italy,0
Associazione Italiana di Oncologia Medica,Italy,0
Associazione Italiana di Tecnologia Meccanica,Italy,0
Associazione Italiana per la Ricerca sul Cancro,Italy,0
Astellas Foundation for Research on Metabolic Disorders,Japan,1
Astellas Pharma,Japan,1
Astellas Pharma Canada,Canada,1
Astellas Pharma Europe,Netherlands,1
Astellas Pharma Global Development,United States,1
Astellas Pharma US,United States,1
Astex Pharmaceuticals,United Kingdom,1
Asthma Foundation of Victoria,Australia,0
Asthma and Lung UK,United Kingdom,0
Astma- och Allergiförbundet,Sweden,0
Aston University,United Kingdom,0
AstraZeneca,United Kingdom,1
AstraZeneca España,Spain,1
AstraZeneca Foundation,United Kingdom,1
AstraZeneca France,France,1
AstraZeneca Korea,South Korea,1
AstraZeneca Pharma Poland,Poland,1
AstraZeneca Schweiz,Switzerland,1
Astronomy Australia Limited,Australia,0
Astrophysics Division,United States,0
Astrophysics Science Division,United States,0
Astute Medical,United States,1
"Asylum, Migration and Integration Fund",European Union,2
Atara Biotherapeutics,United States,1
Ataxia UK,United Kingdom,0
Atlantic Canada Opportunities Agency,Canada,0
Atlantic Philanthropies,United States,1
Atomic Energy of Canada Limited,Canada,0
Atomic Weapons Establishment,United Kingdom,0
AtriCure,United States,1
Auburn University,United States,0
Auckland Regional Council,New Zealand,0
"Auckland University of Technology, New Zealand",New Zealand,0
Audencia Foundation,France,1
Audentes Therapeutics,United States,1
Augsburg University,United States,0
Augusta University,United States,0
Augustinus Fonden,Denmark,1
Aurora Research Institute,Canada,0
"Auslandsbüro, Universität Linz",Austria,0
Austin Community Foundation,United States,1
Austin Peay State University,United States,0
Australasian Blistering Diseases Foundation,Australia,0
Australia and New Zealand Sarcoma Association,Australia,0
Australia and Pacific Science Foundation,Australia,1
Australia-India Strategic Research Fund,Australia,2
Australian Abalone Growers Association,Australia,1
Australian Academy of Science,Australia,0
Australian Academy of Technology and Engineering,Australia,0
Australian Agency for International Development,Australia,0
Australian Antarctic Division,Australia,0
Australian Astronomical Optics-Macquarie,Australia,0
Australian Biological Resources Study,Australia,0
Australian Cancer Research Foundation,Australia,1
Australian Carbon Innovation,Australia,2
Australian Catholic University,Australia,1
Australian Centre for Advanced Photovoltaics,Australia,0
Australian Centre for International Agricultural Research,Australia,0
"Australian Centre for Microscopy and Microanalysis, University of Sydney",Australia,0
Australian Commission on Safety and Quality in Health Care,Australia,0
Australian Egg Corporation Limited,Australia,1
Australian Eggs,Australia,1
Australian Government,Australia,0
"Australian Institute of Health and Welfare, Australian Government",Australia,0
Australian Institute of Marine Science,Australia,0
Australian Institute of Nuclear Science and Engineering,Australia,0
Australian Lions Childhood Cancer Research Foundation,Australia,1
Australian Mitochondrial Disease Foundation,Australia,1
Australian Museum Foundation,Australia,1
Australian National Commission for UNESCO,Australia,0
Australian National Fabrication Facility,Australia,0
Australian National University,Australia,0
Australian Nuclear Science and Technology Organisation,Australia,0
Australian Pork,Australia,1
Australian Renewable Energy Agency,Australia,0
Australian Research Council,Australia,0
Australian Research Data Commons,Australia,0
Australian Respiratory Council,Australia,0
Australian Resuscitation Council,Australia,0
Australian Rotary Health,Australia,1
Australian Society for Fish Biology,Australia,0
Australian Society for Parasitology,Australia,0
Australian Society of Plant Scientists,Australia,0
Australian Synchrotron,Australia,0
Australian Wildlife Society,Australia,1
Australian Wool Innovation,Australia,1
Australian and New Zealand College of Anaesthetists,Australia,0
Austrian Development Agency,Austria,0
"Austrian Federal Ministry of Economy, Family and Youth",Austria,0
Austrian Institute of Technology,Austria,0
Austrian Science Fund,Austria,0
Autism Research Institute,United States,1
Autism Science Foundation,United States,1
Autism Speaks,United States,1
Autistica,United Kingdom,1
Autodesk,United States,1
Automotive Research Center,United States,0
Autoritatea Natională pentru Cercetare Stiintifică,Romania,0
AveXis,United States,1
Aviation Science Fund,China,1
"Aviation and Missile Research, Development, and Engineering Center",United States,0
Avid Radiopharmaceuticals,United States,1
Avignon Université,France,0
Avon Foundation for Women,United States,1
Axencia Galega de Innovación,Spain,0
Azim Premji University,India,0
Azm and Saade Association,Lebanon,1
Azrieli Foundation,Canada,1
Azərbaycan Milli Elmlər Akademiyası,Azerbaijan,0
B. Braun Melsungen,Germany,1
B.P. Koirala Institute of Health Sciences,Nepal,0
BARD,United States,1
BASF,Germany,1
BASF Corporation,United States,1
BC Cancer Agency,Canada,0
BC Children's Hospital,Canada,0
BC Children's Hospital Foundation,Canada,1
BC Hydro,Canada,0
BD,United States,1
BD Biosciences,United States,1
BG Group,United Kingdom,1
BG Medicine,United States,1
BHP Billiton,Australia,1
"BIO5 Institute, University of Arizona",United States,0
BIOCAP Canada,Canada,0
BIRAX,United Kingdom,2
BIRD Foundation,United States,1
BMS College of Engineering,India,0
BNP Paribas Cardif,France,1
BP,United Kingdom,1
BP Exploration Operating Company Limited,United Kingdom,1
BRACE,United Kingdom,2
BTG,United Kingdom,1
Babraham Institute,United Kingdom,0
Badan Riset dan Inovasi Nasional,Indonesia,0
Badan Tenaga Nuklir Nasional,Indonesia,0
Baden-Württemberg Stiftung,Germany,1
Badminton World Federation,Malaysia,1
Baidu,China,1
Bailey Family Foundation,United States,1
Baker Hughes,United States,1
Bakewell Foundation,United States,1
Balchem,United States,1
Ballard Power Systems,Canada,1
"Balliol College, University of Oxford",United Kingdom,0
Banaras Hindu University,India,0
Banatao Institute,United States,1
Banca d'Italia,Italy,0
Banco Santander,Spain,1
Banco de España,Spain,0
Banco do Nordeste do Brasil,Brazil,0
Banff International Research Station for Mathematical Innovation and Discovery,Canada,2
Bangladesh Agricultural University Research System,Bangladesh,0
Bangladesh Council of Scientific and Industrial Research,Bangladesh,0
Bangor University,United Kingdom,0
